SKU,Brand,Model,CPU,RAM,Primary_Storage,GPU,Screen_Size,Resolution,Weight_kg,OS,Type,Battery_Hours,Touchscreen,Price_INR
LTP00181,HP,Notebook,i3-1115G4,16GB,512GB SSD,MX550 2GB,15.6,FHD,1.8,Linux,Notebook,9.1,No,61000
LTP00182,Acer,Netbook,Ryzen 3 3250U,4GB,256GB HDD,MX550 2GB,13.3,HD,1.3,Windows 11,Netbook,9.9,No,24000
LTP00183,Acer,Gaming Series,Ryzen 7 5800H,64GB,512GB SSD,GTX 1650 4GB,17.3,FHD,2.6,macOS,Gaming Series,3.1,No,179000
LTP00184,ASUS,Netbook,i3-1215U,8GB,256GB SSD,MX550 2GB,11.6,HD,1.0,Windows 10,Netbook,7.7,No,37000
LTP00185,Realme,Ultrabook,Ryzen 5 5600H,4GB,512GB SSD,GTX 1650 4GB,13.3,HD,1.2,Linux,Ultrabook,8.3,No,47000
LTP00186,Realme,Business Series,Ryzen 5 5600H,8GB,512GB SSD,MX550 2GB,14.0,FHD,1.8,macOS,Business Series,8.9,No,50000
LTP00187,Apple,Business Series,Apple M2 Pro,8GB,1TB SSD,Integrated,14.0,Retina,1.6,macOS,Business Series,17.6,No,143000
LTP00188,Samsung,Gaming Series,Ryzen 9 5900HS,16GB,1TB SSD,RTX 3060 6GB,16.0,FHD,2.2,Linux,Gaming Series,5.4,No,132000
LTP00189,Avita,Notebook,i7-1255U,16GB,512GB SSD,Integrated,15.6,FHD,1.8,Windows 11,Notebook,5.9,No,65000
LTP00190,Dell,Gaming Series,i7-12700H,16GB,512GB SSD,RTX 4050 6GB,15.6,FHD,2.6,Linux,Gaming Series,5.4,No,124000
LTP00191,Microsoft,Notebook,Ryzen 3 3250U,8GB,1TB SSD,MX550 2GB,15.6,FHD,2.0,Windows 11,Notebook,7.9,No,87000
LTP00192,Realme,Notebook,i7-11800H,8GB,256GB SSD,Integrated,14.0,FHD,1.6,Windows 10,Notebook,6.9,No,55000
LTP00193,MSI,Notebook,i7-1255U,8GB,256GB SSD,MX550 2GB,15.6,QHD,2.2,Windows 11,Notebook,9.8,No,91000
LTP00194,MSI,Business Series,Ryzen 9 5900HX,16GB,1TB SSD,MX550 2GB,15.6,FHD,1.6,Linux,Business Series,5.2,No,112000
LTP00195,Acer,Notebook,i7-11800H,16GB,512GB SSD,MX550 2GB,14.0,FHD,1.7,Windows 11,Notebook,7.7,No,80000
LTP00196,Dell,Gaming Series,Ryzen 7 5800H,16GB,2TB SSD,RTX 3070 8GB,16.0,QHD,2.0,Windows 11,Gaming Series,3.8,No,128000
LTP00197,HP,Gaming Series,i7-12700H,16GB,1TB SSD,RTX 4060 8GB,17.3,QHD,2.1,Windows 11,Gaming Series,3.4,No,136000
LTP00198,Dell,Ultrabook,i5-11400H,32GB,512GB SSD,MX550 2GB,14.0,QHD,1.5,Windows 11,Ultrabook,9.5,No,98000
LTP00199,MSI,Business Series,i5-11400H,16GB,512GB SSD,GTX 1650 4GB,15.6,QHD,2.1,Windows 11,Business Series,8.4,No,116000
LTP00200,Acer,Ultrabook,Ryzen 5 5600H,16GB,256GB SSD,Integrated,14.0,FHD,1.9,Linux,Ultrabook,7.3,No,55000
LTP00201,Infinix,Notebook,Ryzen 7 5800H,16GB,512GB SSD,Integrated,15.6,FHD,1.9,macOS,Notebook,6.6,No,55000
LTP00202,Lenovo,Ultrabook,Ryzen 9 5900HS,16GB,256GB SSD,GTX 1650 4GB,14.0,HD,1.9,macOS,Ultrabook,5.8,No,93000
LTP00203,MSI,Notebook,i5-12500H,16GB,512GB SSD,Integrated,15.6,FHD,1.8,macOS,Notebook,9.5,No,87000
LTP00204,Acer,Gaming Series,i7-12700H,8GB,512GB SSD,RTX 4060 8GB,16.0,FHD,2.5,Linux,Gaming Series,4.6,No,96000
LTP00205,Apple,Gaming Series,Apple M2 Pro,32GB,1TB SSD,Integrated,16.0,Retina,2.1,macOS,Gaming Series,16.8,No,182000
LTP00206,Acer,Notebook,i5-12500H,16GB,256GB SSD,Integrated,14.0,FHD,2.1,Windows 11,Notebook,8.1,No,60000
LTP00207,Avita,Netbook,i3-1115G4,4GB,256GB SSD,Integrated,13.3,HD,1.2,Windows 10,Netbook,9.2,No,13000
LTP00208,ASUS,Ultrabook,i7-11800H,16GB,256GB SSD,GTX 1650 4GB,13.3,QHD,1.3,Windows 10,Ultrabook,5.3,No,105000
LTP00209,Samsung,Netbook,i3-1115G4,4GB,256GB SSD,Integrated,13.3,HD,1.4,Linux,Netbook,8.3,No,35000
LTP00210,Samsung,Business Series,i5-1135G7,8GB,1TB SSD,GTX 1650 4GB,14.0,QHD,1.8,Windows 10,Business Series,6.4,No,98000
LTP00211,MSI,Gaming Series,i5-12500H,8GB,512GB SSD,RTX 3060 6GB,15.6,4K,2.1,Windows 11,Gaming Series,4.0,No,130000
LTP00212,Avita,Ultrabook,i5-1135G7,8GB,256GB SSD,GTX 1650 4GB,13.3,QHD,1.1,macOS,Ultrabook,8.1,Yes,63000
LTP00213,Avita,Gaming Series,i5-12500H,16GB,512GB SSD,RTX 4060 8GB,16.0,FHD,2.6,Windows 10,Gaming Series,5.2,No,93000
LTP00214,Acer,Gaming Series,i5-12500H,32GB,1TB SSD,RTX 3060 6GB,16.0,QHD,2.5,Windows 10,Gaming Series,3.2,No,130000
LTP00215,Samsung,Gaming Series,i7-12700H,16GB,512GB SSD,RTX 3050 4GB,17.3,QHD,2.2,macOS,Gaming Series,4.5,Yes,131000
LTP00216,ASUS,Notebook,Ryzen 5 5500U,8GB,256GB SSD,Integrated,15.6,FHD,1.7,Linux,Notebook,9.6,No,50000
LTP00217,Realme,Netbook,Ryzen 3 3250U,4GB,512GB HDD,Integrated,13.3,HD,1.2,Windows 10,Netbook,7.1,No,15000
LTP00218,Microsoft,Ultrabook,Ryzen 5 5500U,16GB,512GB SSD,MX550 2GB,13.3,FHD,1.6,Windows 11,Ultrabook,7.5,No,86000
LTP00219,Microsoft,Gaming Series,i7-12700H,64GB,512GB SSD,GTX 1650 4GB,16.0,QHD,2.6,Windows 11,Gaming Series,3.0,No,217000
LTP00220,MSI,Gaming Series,Ryzen 9 5900HX,16GB,512GB SSD,GTX 1650 4GB,15.6,4K,2.1,macOS,Gaming Series,3.8,Yes,130000
LTP00221,Microsoft,Netbook,i3-1215U,4GB,512GB HDD,Integrated,13.3,HD,1.2,Linux,Netbook,7.7,No,45000
LTP00222,Acer,Gaming Series,Ryzen 7 5800H,16GB,512GB SSD,RTX 3060 6GB,15.6,FHD,2.6,macOS,Gaming Series,3.3,No,93000
LTP00223,Apple,Netbook,Apple M1 Pro,8GB,256GB SSD,Integrated,13.3,Retina,1.1,macOS,Netbook,12.7,No,47079
LTP00224,Infinix,Ultrabook,i3-1215U,8GB,1TB SSD,MX550 2GB,14.0,FHD,1.0,Windows 11,Ultrabook,6.5,No,38000
LTP00225,MSI,Gaming Series,Ryzen 9 5900HS,16GB,512GB SSD,GTX 1650 4GB,15.6,QHD,2.8,Windows 11,Gaming Series,3.4,No,126000
LTP00226,Avita,Business Series,i5-1135G7,8GB,512GB SSD,Integrated,15.6,FHD,1.6,macOS,Business Series,9.2,No,45000
LTP00227,Samsung,Notebook,Ryzen 7 5700U,4GB,1TB SSD,MX550 2GB,15.6,FHD,1.6,Linux,Notebook,6.4,No,61000
LTP00228,Realme,Ultrabook,i7-11800H,16GB,512GB SSD,MX550 2GB,14.0,FHD,1.4,Linux,Ultrabook,8.2,No,70000
LTP00229,Microsoft,Gaming Series,Ryzen 7 5800H,16GB,1TB SSD,RTX 3070 8GB,17.3,FHD,2.3,macOS,Gaming Series,3.5,No,137000
LTP00230,Acer,Notebook,Ryzen 9 5900HS,32GB,256GB SSD,Integrated,14.0,FHD,2.2,macOS,Notebook,9.6,Yes,104000
LTP00231,ASUS,Ultrabook,Ryzen 5 5600H,8GB,1TB SSD,Integrated,14.0,4K,1.0,macOS,Ultrabook,8.5,No,72000
LTP00232,Realme,Business Series,Ryzen 9 5900HS,16GB,512GB SSD,Integrated,14.0,HD,1.9,macOS,Business Series,6.7,No,79000
LTP00233,Apple,Gaming Series,Apple M1 Pro,8GB,512GB SSD,Integrated,15.6,Retina,2.6,macOS,Gaming Series,17.1,No,144000
LTP00234,Apple,Gaming Series,Apple M2 Pro,16GB,1TB SSD,Integrated,15.6,Retina,2.8,macOS,Gaming Series,16.4,No,168000
LTP00235,Samsung,Ultrabook,i7-1255U,16GB,256GB SSD,Integrated,14.0,HD,1.7,macOS,Ultrabook,9.7,No,79000
LTP00236,Realme,Notebook,Ryzen 3 3250U,16GB,256GB SSD,Integrated,14.0,FHD,2.3,Windows 11,Notebook,5.8,No,40000
LTP00237,Infinix,Ultrabook,Ryzen 3 3250U,8GB,256GB SSD,Integrated,14.0,FHD,1.1,Linux,Ultrabook,5.0,No,28000
LTP00238,Lenovo,Gaming Series,Ryzen 7 5800H,16GB,512GB SSD,RTX 3060 6GB,17.3,QHD,2.5,Linux,Gaming Series,3.5,Yes,120000
LTP00239,Acer,Notebook,i5-11400H,8GB,512GB SSD,Integrated,14.0,FHD,2.2,Windows 10,Notebook,5.5,No,53000
LTP00240,Samsung,Gaming Series,Ryzen 7 5800H,32GB,512GB SSD,RTX 4050 6GB,16.0,FHD,2.2,Windows 11,Gaming Series,5.1,No,139000
LTP00241,Acer,Ultrabook,i7-11800H,4GB,1TB SSD,Integrated,14.0,HD,1.4,Windows 11,Ultrabook,7.1,No,64000
LTP00242,Realme,Ultrabook,i5-1235U,8GB,512GB SSD,Integrated,14.0,FHD,1.3,Windows 10,Ultrabook,7.0,No,50000
LTP00243,HP,Ultrabook,Ryzen 5 5600H,16GB,512GB SSD,MX550 2GB,13.3,FHD,1.5,Windows 11,Ultrabook,6.1,No,59000
LTP00244,Infinix,Ultrabook,i5-1135G7,8GB,1TB SSD,GTX 1650 4GB,13.3,FHD,1.8,macOS,Ultrabook,7.1,No,64000
LTP00245,Samsung,Ultrabook,i9-12900H,4GB,1TB SSD,MX550 2GB,13.3,HD,1.8,Linux,Ultrabook,5.9,No,101000
LTP00246,ASUS,Notebook,Ryzen 7 5700U,8GB,1TB SSD,MX550 2GB,15.6,FHD,2.1,Windows 10,Notebook,9.0,No,69000
LTP00247,Microsoft,Netbook,i3-1215U,8GB,256GB SSD,MX550 2GB,13.3,HD,1.0,DOS,Netbook,8.3,No,23283
LTP00248,HP,Ultrabook,i5-1235U,16GB,512GB SSD,GTX 1650 4GB,14.0,FHD,1.5,macOS,Ultrabook,5.9,No,81000
LTP00249,Avita,Ultrabook,i3-1215U,16GB,256GB SSD,MX550 2GB,14.0,FHD,1.0,Linux,Ultrabook,9.1,No,44000
LTP00250,Samsung,Gaming Series,Ryzen 9 5900HX,16GB,2TB SSD,RTX 3050 4GB,16.0,FHD,2.3,Windows 10,Gaming Series,4.9,No,119000
LTP00251,MSI,Gaming Series,Ryzen 9 5900HS,16GB,512GB SSD,GTX 1650 4GB,17.3,FHD,2.1,macOS,Gaming Series,5.6,No,114000
LTP00252,ASUS,Gaming Series,i7-12700H,8GB,512GB SSD,RTX 3050 4GB,17.3,FHD,2.3,Windows 10,Gaming Series,4.4,No,107000
LTP00253,Avita,Notebook,Ryzen 5 5500U,8GB,512GB SSD,MX550 2GB,15.6,FHD,2.2,Linux,Notebook,6.3,No,39000
LTP00254,Dell,Netbook,i3-1115G4,8GB,512GB HDD,Integrated,11.6,HD,1.1,DOS,Netbook,6.1,No,31000
LTP00255,Dell,Ultrabook,i5-12500H,16GB,256GB SSD,GTX 1650 4GB,14.0,FHD,1.7,Windows 11,Ultrabook,6.4,No,83000
LTP00256,Samsung,Notebook,Ryzen 7 5800H,16GB,256GB SSD,MX550 2GB,15.6,FHD,2.0,macOS,Notebook,6.4,No,76000
LTP00257,Apple,Business Series,Apple M1 Pro,16GB,1TB SSD,Integrated,15.6,Retina,1.7,macOS,Business Series,15.1,No,130000
LTP00258,Realme,Netbook,i3-1215U,8GB,256GB HDD,Integrated,13.3,HD,1.3,Windows 11,Netbook,8.3,No,20000
LTP00259,Apple,Gaming Series,Apple M2,32GB,2TB SSD,Integrated,17.3,Retina,2.3,macOS,Gaming Series,13.8,No,189000
LTP00260,Microsoft,Notebook,i5-1235U,16GB,1TB SSD,Integrated,14.0,QHD,2.2,Linux,Notebook,8.3,No,102000
LTP00261,Acer,Netbook,i3-1215U,4GB,256GB HDD,MX550 2GB,13.3,HD,1.3,macOS,Netbook,8.3,No,23000
LTP00262,ASUS,Ultrabook,Ryzen 5 5600H,4GB,256GB SSD,MX550 2GB,13.3,FHD,2.0,macOS,Ultrabook,9.5,No,43000
LTP00263,Infinix,Notebook,i5-1135G7,16GB,256GB SSD,MX550 2GB,14.0,HD,1.7,Linux,Notebook,8.8,No,59000
LTP00264,Samsung,Gaming Series,i5-12500H,16GB,1TB SSD,RTX 4050 6GB,16.0,FHD,2.0,Windows 11,Gaming Series,3.6,No,105000
LTP00265,Apple,Gaming Series,Apple M2,8GB,512GB SSD,Integrated,15.6,Retina,2.2,macOS,Gaming Series,17.3,No,113000
LTP00266,Microsoft,Ultrabook,i7-1255U,8GB,512GB SSD,Integrated,14.0,FHD,1.7,Windows 10,Ultrabook,5.7,No,92000
LTP00267,ASUS,Notebook,Ryzen 5 5600H,8GB,256GB SSD,Integrated,14.0,FHD,1.6,Windows 10,Notebook,6.8,No,43000
LTP00268,Avita,Notebook,i3-1215U,16GB,256GB SSD,Integrated,14.0,FHD,1.8,Windows 10,Notebook,7.7,No,38000
LTP00269,Infinix,Ultrabook,i3-1115G4,16GB,1TB SSD,MX550 2GB,13.3,FHD,1.9,macOS,Ultrabook,7.6,No,51000
LTP00270,HP,Ultrabook,i7-12700H,32GB,512GB SSD,GTX 1650 4GB,14.0,HD,1.5,macOS,Ultrabook,9.6,No,113000
LTP00271,ASUS,Notebook,i5-1135G7,8GB,256GB SSD,MX550 2GB,14.0,QHD,1.6,Windows 10,Notebook,6.3,No,74000
LTP00272,Acer,Notebook,i3-1215U,16GB,512GB SSD,Integrated,15.6,FHD,1.6,Windows 10,Notebook,9.3,No,47000
LTP00273,Lenovo,Ultrabook,i7-1255U,16GB,1TB SSD,MX550 2GB,13.3,FHD,1.3,macOS,Ultrabook,5.6,No,86000
LTP00274,MSI,Ultrabook,Ryzen 9 5900HS,16GB,256GB SSD,GTX 1650 4GB,13.3,4K,1.8,Linux,Ultrabook,5.5,No,123000
LTP00275,Realme,Ultrabook,i7-1255U,16GB,1TB SSD,MX550 2GB,13.3,FHD,1.5,Linux,Ultrabook,9.4,No,73000
LTP00276,Avita,Netbook,Ryzen 3 3250U,8GB,512GB HDD,Integrated,11.6,HD,1.3,DOS,Netbook,7.9,No,16000
LTP00277,Lenovo,Gaming Series,Ryzen 9 5900HS,32GB,512GB SSD,GTX 1650 4GB,16.0,QHD,2.7,Windows 10,Gaming Series,3.2,No,125000
LTP00278,Acer,Notebook,i9-12900H,16GB,256GB SSD,MX550 2GB,15.6,HD,1.9,Linux,Notebook,6.6,No,95000
LTP00279,Dell,Notebook,Ryzen 7 5700U,16GB,1TB SSD,Integrated,15.6,FHD,1.9,Windows 10,Notebook,8.3,No,74000
LTP00280,Dell,Gaming Series,Ryzen 7 5800H,32GB,2TB SSD,RTX 4050 6GB,17.3,FHD,2.4,macOS,Gaming Series,3.3,No,138000
LTP00281,Apple,Gaming Series,Apple M1 Pro,16GB,1TB SSD,Integrated,15.6,Retina,2.7,macOS,Gaming Series,15.0,No,158000
LTP00282,MSI,Notebook,i7-12700H,16GB,512GB SSD,Integrated,14.0,QHD,1.6,Windows 11,Notebook,7.1,No,114000
LTP00283,Realme,Notebook,Ryzen 7 5800H,32GB,256GB SSD,Integrated,14.0,FHD,1.8,Linux,Notebook,7.9,No,84000
LTP00284,Lenovo,Ultrabook,i7-1255U,8GB,1TB SSD,Integrated,14.0,FHD,1.4,Windows 11,Ultrabook,9.9,No,74000
LTP00285,Acer,Netbook,i3-1215U,8GB,256GB SSD,MX550 2GB,13.3,FHD,1.2,macOS,Netbook,7.3,No,32000
LTP00286,ASUS,Notebook,i7-11800H,32GB,1TB SSD,Integrated,14.0,FHD,2.1,macOS,Notebook,6.6,No,107000
LTP00287,Samsung,Ultrabook,Ryzen 7 5700U,16GB,1TB SSD,MX550 2GB,14.0,HD,1.7,macOS,Ultrabook,6.0,No,79000
LTP00288,Acer,Ultrabook,i5-12500H,16GB,256GB SSD,GTX 1650 4GB,13.3,FHD,1.5,Windows 10,Ultrabook,8.1,No,74000
LTP00289,ASUS,Gaming Series,Ryzen 9 5900HS,16GB,2TB SSD,RTX 3050 4GB,17.3,FHD,2.3,Linux,Gaming Series,4.2,No,130000
LTP00290,Microsoft,Notebook,i5-11400H,16GB,1TB SSD,MX550 2GB,15.6,FHD,1.9,Windows 11,Notebook,8.0,No,115000
LTP00291,Acer,Netbook,Ryzen 3 3250U,8GB,512GB HDD,Integrated,13.3,HD,1.1,Windows 10,Netbook,7.1,No,26000
LTP00292,Dell,Netbook,Ryzen 3 3250U,4GB,256GB HDD,Integrated,13.3,HD,1.2,Windows 11,Netbook,7.4,No,22000
LTP00293,ASUS,Business Series,Ryzen 9 5900HX,8GB,2TB SSD,GTX 1650 4GB,14.0,FHD,2.2,Windows 10,Business Series,8.3,No,99000
LTP00294,Realme,Ultrabook,i3-1115G4,8GB,256GB SSD,GTX 1650 4GB,13.3,QHD,1.7,Windows 10,Ultrabook,6.6,No,57000
LTP00295,MSI,Notebook,i7-11800H,16GB,1TB SSD,MX550 2GB,14.0,FHD,2.0,Windows 10,Notebook,6.6,No,101000
LTP00296,Microsoft,Ultrabook,i5-1135G7,16GB,256GB SSD,GTX 1650 4GB,14.0,FHD,1.2,Windows 11,Ultrabook,9.1,No,108000
LTP00297,MSI,Ultrabook,i5-1135G7,8GB,512GB SSD,Integrated,13.3,FHD,1.8,Windows 11,Ultrabook,7.8,No,73000
LTP00298,Acer,Netbook,i3-1215U,4GB,256GB HDD,MX550 2GB,11.6,HD,1.3,Linux,Netbook,9.0,No,24000
LTP00299,HP,Netbook,Ryzen 3 3250U,8GB,256GB HDD,MX550 2GB,13.3,HD,1.2,Windows 10,Netbook,7.6,No,32000
LTP00300,Microsoft,Notebook,Ryzen 5 5600H,8GB,1TB SSD,Integrated,14.0,FHD,1.9,macOS,Notebook,5.6,Yes,83000
LTP00301,Microsoft,Ultrabook,i5-1135G7,16GB,1TB SSD,Integrated,14.0,QHD,1.9,macOS,Ultrabook,5.7,No,111000
LTP00302,Acer,Notebook,i7-1255U,16GB,256GB SSD,MX550 2GB,14.0,FHD,1.7,Windows 10,Notebook,7.9,No,74000
LTP00303,Avita,Ultrabook,i5-1235U,4GB,256GB SSD,GTX 1650 4GB,14.0,FHD,1.7,macOS,Ultrabook,8.5,No,48000
LTP00304,Apple,Business Series,Apple M2,8GB,512GB SSD,Integrated,15.6,Retina,1.7,macOS,Business Series,14.2,No,113000
LTP00305,Samsung,Ultrabook,Ryzen 5 5500U,16GB,256GB SSD,MX550 2GB,13.3,FHD,1.9,macOS,Ultrabook,5.7,No,66000
LTP00306,Avita,Notebook,i5-1135G7,16GB,1TB SSD,Integrated,14.0,QHD,1.9,Windows 10,Notebook,7.7,No,70000
LTP00307,Lenovo,Netbook,i3-1115G4,4GB,512GB HDD,MX550 2GB,13.3,HD,0.9,DOS,Netbook,7.0,No,27000
LTP00308,Avita,Notebook,Ryzen 9 5900HX,8GB,1TB SSD,MX550 2GB,14.0,FHD,1.9,Windows 11,Notebook,6.8,No,65000
LTP00309,HP,Notebook,i9-12900H,16GB,512GB SSD,Integrated,15.6,FHD,1.5,Windows 10,Notebook,8.2,No,101000
LTP00310,Avita,Gaming Series,Ryzen 9 5900HX,16GB,512GB SSD,RTX 4050 6GB,16.0,FHD,2.5,macOS,Gaming Series,5.5,No,99000
LTP00311,ASUS,Ultrabook,Ryzen 5 5500U,16GB,1TB SSD,MX550 2GB,13.3,FHD,1.2,macOS,Ultrabook,7.6,No,68000
LTP00312,Lenovo,Netbook,Ryzen 3 3250U,4GB,256GB HDD,Integrated,13.3,HD,1.2,Windows 10,Netbook,8.4,No,20000
LTP00313,ASUS,Notebook,i7-1255U,16GB,256GB SSD,Integrated,15.6,4K,1.9,Windows 11,Notebook,7.0,No,94000
LTP00314,Infinix,Gaming Series,i9-12900H,16GB,1TB SSD,RTX 3050 4GB,15.6,FHD,2.3,Windows 10,Gaming Series,3.4,No,116000
LTP00315,Realme,Ultrabook,i5-11400H,16GB,512GB SSD,GTX 1650 4GB,13.3,FHD,1.4,Windows 11,Ultrabook,5.5,No,76000
LTP00316,Microsoft,Ultrabook,i5-12500H,8GB,1TB SSD,Integrated,13.3,HD,1.7,Windows 10,Ultrabook,9.5,No,79000
LTP00317,Avita,Ultrabook,Ryzen 9 5900HX,16GB,1TB SSD,MX550 2GB,13.3,QHD,1.5,Linux,Ultrabook,8.8,No,90000
LTP00318,Infinix,Ultrabook,Ryzen 7 5700U,8GB,256GB SSD,MX550 2GB,13.3,FHD,1.9,Windows 11,Ultrabook,7.0,No,46000
LTP00319,Dell,Ultrabook,i5-1235U,16GB,1TB SSD,MX550 2GB,14.0,FHD,1.2,Windows 10,Ultrabook,8.3,No,86000
LTP00320,MSI,Ultrabook,i5-11400H,8GB,1TB SSD,Integrated,14.0,FHD,1.5,Linux,Ultrabook,9.9,No,88000
LTP00321,MSI,Gaming Series,Ryzen 9 5900HX,16GB,2TB SSD,RTX 4060 8GB,15.6,FHD,2.3,Windows 10,Gaming Series,4.0,No,175000
LTP00322,Infinix,Notebook,Ryzen 5 5600H,16GB,512GB SSD,Integrated,15.6,HD,1.7,Windows 10,Notebook,6.9,No,49000
LTP00323,MSI,Ultrabook,Ryzen 9 5900HX,32GB,256GB SSD,GTX 1650 4GB,13.3,QHD,1.4,macOS,Ultrabook,6.0,No,149000
LTP00324,Acer,Notebook,Ryzen 9 5900HX,16GB,512GB SSD,Integrated,14.0,QHD,1.6,Windows 11,Notebook,6.4,No,85000
LTP00325,MSI,Ultrabook,Ryzen 9 5900HX,16GB,256GB SSD,GTX 1650 4GB,14.0,FHD,1.8,Windows 10,Ultrabook,6.1,No,107000
LTP00326,MSI,Ultrabook,i5-11400H,16GB,1TB SSD,MX550 2GB,14.0,FHD,1.1,Windows 11,Ultrabook,7.6,No,101000
LTP00327,Realme,Notebook,Ryzen 7 5800H,16GB,512GB SSD,MX550 2GB,15.6,FHD,2.2,Linux,Notebook,9.3,No,62000
LTP00328,MSI,Ultrabook,i9-12900H,8GB,512GB SSD,MX550 2GB,13.3,QHD,1.3,Windows 11,Ultrabook,6.4,No,121000
LTP00329,Apple,Notebook,Apple M2,8GB,512GB SSD,Integrated,15.6,Retina,1.6,macOS,Notebook,16.5,No,103000
LTP00330,Infinix,Notebook,i9-12900H,8GB,256GB SSD,Integrated,15.6,HD,1.6,macOS,Notebook,9.6,No,66000
LTP00331,Realme,Notebook,i3-1215U,16GB,512GB SSD,MX550 2GB,15.6,FHD,2.3,Linux,Notebook,9.6,No,49000
LTP00332,Realme,Notebook,Ryzen 9 5900HX,16GB,256GB SSD,MX550 2GB,15.6,FHD,2.1,Linux,Notebook,7.3,No,71000
LTP00333,Apple,Ultrabook,Apple M1,16GB,512GB SSD,Integrated,14.0,Retina,1.4,macOS,Ultrabook,17.2,No,105000
LTP00334,Acer,Ultrabook,Ryzen 3 3250U,8GB,256GB SSD,Integrated,14.0,FHD,1.4,macOS,Ultrabook,7.3,No,41000
LTP00335,Avita,Notebook,i5-1235U,16GB,512GB SSD,Integrated,14.0,FHD,1.5,macOS,Notebook,7.1,No,60000
LTP00336,Avita,Ultrabook,Ryzen 3 3250U,8GB,1TB SSD,MX550 2GB,13.3,FHD,1.1,Linux,Ultrabook,9.1,No,44000
LTP00337,Samsung,Gaming Series,i9-12900H,16GB,1TB SSD,RTX 3060 6GB,16.0,FHD,2.7,macOS,Gaming Series,5.9,No,137000
LTP00338,Avita,Ultrabook,i7-11800H,16GB,512GB SSD,MX550 2GB,14.0,FHD,1.4,macOS,Ultrabook,6.4,No,66000
LTP00339,Lenovo,Ultrabook,Ryzen 3 3250U,16GB,512GB SSD,GTX 1650 4GB,13.3,HD,1.3,Linux,Ultrabook,6.6,No,69000
LTP00340,Realme,Ultrabook,i5-11400H,16GB,1TB SSD,MX550 2GB,14.0,HD,1.9,Linux,Ultrabook,5.6,No,68000
LTP00341,Infinix,Gaming Series,i5-12500H,16GB,512GB SSD,RTX 3050 4GB,16.0,FHD,2.0,Windows 11,Gaming Series,4.2,No,70000
LTP00342,Acer,Ultrabook,i5-1135G7,8GB,1TB SSD,MX550 2GB,13.3,HD,1.8,Linux,Ultrabook,5.1,No,68000
LTP00343,Apple,Gaming Series,Apple M2 Pro,64GB,2TB SSD,Integrated,17.3,Retina,2.4,macOS,Gaming Series,17.8,No,241000
LTP00344,Realme,Ultrabook,Ryzen 7 5700U,8GB,256GB SSD,MX550 2GB,14.0,FHD,1.4,macOS,Ultrabook,5.8,Yes,49000
LTP00345,Lenovo,Netbook,i3-1215U,8GB,256GB HDD,Integrated,13.3,HD,1.4,DOS,Netbook,9.2,No,28000
LTP00346,Microsoft,Netbook,i3-1215U,4GB,256GB SSD,MX550 2GB,13.3,FHD,1.0,DOS,Netbook,6.3,No,46213
LTP00347,Realme,Gaming Series,Ryzen 9 5900HX,32GB,2TB SSD,RTX 3060 6GB,16.0,FHD,2.1,macOS,Gaming Series,3.4,No,144000
LTP00348,Samsung,Notebook,Ryzen 9 5900HS,4GB,256GB SSD,MX550 2GB,14.0,HD,1.6,Windows 11,Notebook,6.3,No,73000
LTP00349,ASUS,Notebook,i3-1115G4,8GB,512GB SSD,Integrated,15.6,4K,1.9,Linux,Notebook,9.0,No,64000
LTP00350,Lenovo,Notebook,Ryzen 5 5600H,8GB,512GB SSD,MX550 2GB,14.0,HD,2.1,Windows 10,Notebook,6.2,No,51000
LTP00351,Infinix,Business Series,i7-12700H,16GB,2TB SSD,GTX 1650 4GB,14.0,FHD,2.0,Linux,Business Series,6.6,No,103000
LTP00352,Dell,Gaming Series,Ryzen 9 5900HS,16GB,1TB SSD,RTX 3060 6GB,15.6,QHD,2.2,Windows 10,Gaming Series,3.3,No,119000
LTP00353,Lenovo,Gaming Series,Ryzen 9 5900HS,32GB,512GB SSD,RTX 3070 8GB,17.3,QHD,2.4,Windows 10,Gaming Series,4.8,No,145000
LTP00354,Lenovo,Ultrabook,Ryzen 3 3250U,8GB,256GB SSD,Integrated,13.3,HD,1.2,Windows 10,Ultrabook,9.9,No,41000
LTP00355,Samsung,Gaming Series,i5-12500H,32GB,1TB SSD,RTX 3060 6GB,16.0,QHD,2.4,Linux,Gaming Series,4.6,No,147000
LTP00356,Microsoft,Netbook,Ryzen 3 3250U,8GB,512GB HDD,MX550 2GB,11.6,HD,1.0,Linux,Netbook,7.2,No,20023
LTP00357,Avita,Ultrabook,i7-1255U,16GB,1TB SSD,GTX 1650 4GB,13.3,FHD,1.5,Windows 10,Ultrabook,6.9,No,84000
LTP00358,Microsoft,Notebook,i7-11800H,16GB,256GB SSD,MX550 2GB,14.0,HD,2.3,macOS,Notebook,5.9,Yes,98000
LTP00359,ASUS,Notebook,Ryzen 5 5600H,4GB,256GB SSD,MX550 2GB,14.0,FHD,2.2,Linux,Notebook,8.3,No,49000
LTP00360,Samsung,Gaming Series,i5-12500H,32GB,1TB SSD,RTX 4050 6GB,17.3,FHD,2.5,macOS,Gaming Series,4.6,No,157000
LTP00361,HP,Business Series,Ryzen 9 5900HX,16GB,2TB SSD,Integrated,14.0,FHD,1.7,Windows 10,Business Series,8.1,No,106000
